date,sentiment_financial,oil_relevance_financial,news_count_financial,positive_prob_financial,neutral_prob_financial,negative_prob_financial
2024-09-05,-0.4700009539956227,1.75,8,0.165293421712704,0.19941220292821527,0.6352943757083267
2024-09-06,-0.5117153000086546,1.2,5,0.17623093985021115,0.13582280166447164,0.6879462398588657
2024-09-07,0.030962735414505005,1.0,1,0.04713825508952141,0.9366862773895264,0.016175519675016403
2024-09-09,-0.19244099149687421,2.0,9,0.1889388058334589,0.42968140232066315,0.3813797973303331
2024-09-10,-0.42040466275066135,1.5,10,0.20873148534446956,0.16213233005255462,0.629136148095131
2024-09-11,0.28066842246335,1.75,8,0.5453344048000872,0.18999963346868753,0.2646659823367372
2024-09-12,-0.08036700646496481,1.4444444444444444,9,0.28969480138685966,0.3402433678921726,0.3700618078518245
2024-09-13,0.7819822362313668,1.6666666666666667,3,0.8269428610801697,0.12809654387334982,0.04496062484880289
2024-09-14,0.20657922141253948,2.0,3,0.44607993960380554,0.31441933910051983,0.23950071819126606
2024-09-16,-0.2939985457342118,1.75,8,0.18545558082405478,0.33509029541164637,0.4794541265582666
2024-09-17,0.2493709921836853,1.7142857142857142,7,0.4886689819395542,0.2720330235149179,0.2392979897558689
2024-09-18,-0.01761081852018833,1.8,5,0.3629113115370274,0.25656656697392466,0.3805221300572157
2024-09-19,0.23607011387745538,2.0,3,0.5947960615158081,0.04647801878551642,0.3587259476383527
2024-09-20,-0.004514436769698348,1.7142857142857142,7,0.4041636238938996,0.1871583057301385,0.4086780606635979
2024-09-23,-0.8733502728864551,1.5,2,0.041793485172092915,0.043062811717391014,0.915143758058548
2024-09-24,0.6136681705713272,1.6,5,0.7864392518997192,0.04078968018293381,0.17277108132839203
2024-09-25,-0.168798899743706,2.25,4,0.28654648340307176,0.2581081665121019,0.45534538314677775
2024-09-26,-0.0779109988361597,1.6666666666666667,6,0.2356115154301127,0.45086597589155036,0.31352251426627237
2024-09-27,-0.3503470133990049,1.6,5,0.22647007312625647,0.19671284556388854,0.5768170865252614
2024-09-28,0.06889302935451269,1.0,1,0.08229576051235199,0.9043014645576477,0.013402731157839298
2024-09-29,0.9166914653033018,2.0,1,0.9455194473266602,0.02565252035856247,0.028827982023358345
2024-09-30,0.0008714396196107069,1.6666666666666667,6,0.2292053590839108,0.5424607110520204,0.22833391946430007
2024-10-01,0.10918666631914675,1.375,8,0.41836384776979685,0.27245897240936756,0.3091771814506501
2024-10-02,-0.2709363741715523,1.9090909090909092,11,0.21260179926387288,0.3038600178604776,0.4835381734354252
2024-10-03,-0.0943903208244592,1.6666666666666667,12,0.3642916342553993,0.17702642378086844,0.4586819550798585
2024-10-04,0.12010575411841273,2.0,4,0.42762201046571136,0.26486170617863536,0.3075162563472986
2024-10-07,0.24648593117793402,2.0,3,0.5890941545367241,0.06829764942328136,0.3426082233587901
2024-10-08,-0.3950496468693018,1.8,5,0.19798781126737594,0.2089747406542301,0.5930374581366777
2024-10-09,-0.3345969747751951,1.6,5,0.2130087111145258,0.23938560113310814,0.5476056858897209
2024-10-10,0.4118658152874559,1.5,4,0.49297760892659426,0.42591056413948536,0.08111179363913834
2024-10-11,-0.02174282819032669,2.0,3,0.38900897838175297,0.200239231189092,0.41075180657207966
2024-10-12,-0.9226083178073168,2.0,1,0.011309860274195671,0.0547720342874527,0.9339181780815125
2024-10-14,-0.6076550558209419,1.0,3,0.044354589035113655,0.3036357704550028,0.6520096448560556
2024-10-15,-0.5220223417272791,1.375,8,0.15189724194351584,0.17418317566625774,0.673919583670795
2024-10-16,-0.2226498644798994,1.8,5,0.2490444215014577,0.279261265322566,0.4716942859813571
2024-10-17,-0.13249156012066773,2.0,7,0.33678361906536985,0.19394119722502573,0.4692751791860376
2024-10-18,-0.36126396246254444,1.5,2,0.13219472020864487,0.37434660783037543,0.4934586826711893
2024-10-21,0.2742408197373152,2.3333333333333335,3,0.6148096571365992,0.044621514777342476,0.34056883739928406
2024-10-22,-0.022868197411298752,1.8333333333333333,6,0.32941210828721523,0.31830760076021153,0.352280305698514
2024-10-23,-0.06692679940412442,1.6666666666666667,3,0.2861180442074935,0.3608371553321679,0.35304484361161786
2024-10-24,-0.3381861156085506,1.75,4,0.03934648784343153,0.583120939321816,0.37753260345198214
2024-10-25,-0.01726874445254604,1.8333333333333333,6,0.3574494070683916,0.26783244715382654,0.3747181515209377
2024-10-26,-0.9191314689815044,2.0,1,0.026087749749422073,0.02869303710758686,0.9452192187309265
2024-10-27,0.2567210793495178,1.5,2,0.4660590589046478,0.3246029205620289,0.20933797955513
