date,sentiment_demand,oil_relevance_demand,news_count_demand,positive_prob_demand,neutral_prob_demand,negative_prob_demand
2008-12-12,0.07235683128237724,2.0,1,0.11513451486825943,0.8420877456665039,0.04277768358588219
2008-12-19,-0.9625721573829651,1.0,1,0.008614599704742432,0.02019876427948475,0.9711867570877075
2008-12-26,0.6805643923580647,2.0,1,0.6932857632637024,0.2939928472042084,0.012721370905637741
2009-01-13,0.6972237452864647,2.0,1,0.762264609336853,0.17269451916217804,0.06504086405038834
2009-01-14,0.8327516205608845,2.0,1,0.8937039971351624,0.04534352570772171,0.06095237657427788
2009-01-15,-0.4187731444835663,1.0,2,0.27519893646240234,0.03082899935543537,0.6939720809459686
2009-01-21,0.040076812729239464,1.0,1,0.06097644194960594,0.9181239008903503,0.020899629220366478
2009-01-22,0.13031270913779736,1.0,1,0.15182960033416748,0.8266535401344299,0.021516891196370125
2009-01-30,-0.9610534990206361,2.0,1,0.008604220114648342,0.021737992763519287,0.9696577191352844
2009-02-12,0.7346913367509842,2.0,1,0.8327816724777222,0.06912799179553986,0.09809033572673798
2009-02-17,0.28395721409469843,2.0,1,0.2946460545063019,0.6946651339530945,0.01068884041160345
2009-02-20,0.17011979036033154,2.0,1,0.19172178208827972,0.7866762280464172,0.02160199172794819
2009-02-27,-0.9330573696643114,3.0,1,0.019892631098628044,0.027157433331012726,0.9529500007629395
2009-03-02,-0.7985183000564575,2.0,1,0.08206301927566528,0.037355609238147736,0.8805813193321228
2009-03-09,0.5936164963059127,2.0,1,0.6014069318771362,0.39080268144607544,0.007790435571223497
2009-03-19,0.8743324913084507,1.0,1,0.9181836247444153,0.03796523064374924,0.043851133435964584
2009-04-02,0.004301656037569046,1.0,1,0.03192276135087013,0.9404560923576355,0.027621105313301086
2009-04-09,-0.5639035105705261,1.0,1,0.20701360702514648,0.02206934243440628,0.7709171175956726
2009-04-27,-0.46697987243533134,1.0,1,0.054648686200380325,0.4237227439880371,0.5216285586357117
2009-05-06,-0.6028742790222168,3.0,1,0.18501120805740356,0.027103304862976074,0.7878854870796204
2009-05-08,-0.7745700664818287,2.0,1,0.02037600800395012,0.18467794358730316,0.7949460744857788
2009-06-11,0.865775603801012,2.0,1,0.9189634323120117,0.027848728001117706,0.05318782851099968
2009-06-22,-0.9472874142229557,2.0,1,0.012896683067083359,0.02691931463778019,0.9601840972900391
2009-06-24,-0.780607134103775,3.0,1,0.06735339760780334,0.08468611538410187,0.8479605317115784
2009-07-15,0.8094037873670459,2.0,1,0.8178328275680542,0.17373807728290558,0.00842904020100832
2009-07-28,0.9340812843292952,1.0,1,0.9511429667472839,0.03179527819156647,0.017061682417988777
2009-08-04,-0.910623436793685,1.0,1,0.020153874531388283,0.04906884580850601,0.9307773113250732
2009-09-05,-0.44359250366687775,1.0,1,0.03729011118412018,0.4818272590637207,0.4808826148509979
2009-09-10,0.04205616936087608,2.0,1,0.061873603612184525,0.9183089137077332,0.01981743425130844
2009-09-14,0.9298264421522617,3.0,1,0.9445685148239136,0.0406893827021122,0.01474207267165184
2009-09-22,0.17233730666339397,2.0,1,0.18778356909751892,0.7967701554298401,0.015446262434124947
2009-10-09,0.9270383566617966,2.0,1,0.9452833533287048,0.03647169843316078,0.018244996666908264
2009-10-13,-0.9141121245920658,1.0,1,0.02957984432578087,0.02672828547656536,0.9436919689178467
2009-10-15,0.1612229198217392,2.0,1,0.28799065947532654,0.5852415561676025,0.12676773965358734
2009-10-28,0.09170511551201344,2.0,1,0.11755172908306122,0.8566017150878906,0.025846613571047783
2009-11-22,-0.9512168485671282,3.0,1,0.012796489521861076,0.023190142586827278,0.9640133380889893
2009-12-09,-0.9394078310579062,2.0,1,0.01951860822737217,0.021554918959736824,0.9589264392852783
2009-12-11,-0.6889204643666744,2.0,1,0.02517518773674965,0.26072919368743896,0.7140956521034241
2009-12-20,0.5769597589969635,2.0,1,0.5958670973777771,0.3852255940437317,0.0189073383808136
2009-12-29,0.437513031065464,2.0,1,0.5123400092124939,0.41283291578292847,0.07482697814702988
2010-01-02,0.38924272544682026,1.0,1,0.4069030284881592,0.5754365921020508,0.01766030304133892
2010-01-17,0.5468979952856898,3.0,1,0.5582367777824402,0.43042442202568054,0.011338782496750355
2010-01-24,-0.7159416098147631,2.0,1,0.021042881533503532,0.24197269976139069,0.7369844913482666
2010-02-02,0.872619329020381,2.5,2,0.9197966754436493,0.033025993034243584,0.04717734642326832
2010-02-10,-0.9408701322972775,1.0,1,0.009108398109674454,0.04091302305459976,0.9499785304069519
2010-02-15,0.9342240672558546,2.0,1,0.9514268636703491,0.031370289623737335,0.017202796414494514
2010-02-23,0.016275940462946892,1.0,1,0.036149751394987106,0.9439764618873596,0.019873810932040215
2010-03-07,-0.4660343639552593,3.0,1,0.023464340716600418,0.48703688383102417,0.48949870467185974
2010-03-08,-0.016391541808843613,1.0,1,0.03714798018336296,0.9093124866485596,0.053539521992206573
2010-03-16,0.8950873389840126,1.0,1,0.9285436272621155,0.03800013288855553,0.033456288278102875
2010-04-09,0.8873831555247307,1.0,1,0.9225279092788696,0.04232725128531456,0.03514475375413895
2010-04-12,0.6570919118821621,2.0,1,0.7110004425048828,0.23509103059768677,0.05390853062272072
2010-04-13,0.2514977417886257,2.0,1,0.2754863202571869,0.7005251049995422,0.023988578468561172
2010-05-02,-0.8710638517513871,1.0,1,0.01430604513734579,0.10032406449317932,0.8853698968887329
2010-05-04,-0.9137590304017067,2.0,1,0.035497210919857025,0.015246489085257053,0.9492562413215637
2010-05-10,0.9168465379625559,2.0,1,0.9418519139289856,0.03314268961548805,0.02500537596642971
2010-05-16,0.7219128916040063,2.0,1,0.7358207702636719,0.2502712905406952,0.013907878659665585
2010-05-24,0.18193189706653357,2.0,2,0.24444875866174698,0.6930343806743622,0.06251686159521341
2010-05-25,0.20342539716511965,2.0,1,0.21835991740226746,0.7667055130004883,0.014934520237147808
2010-05-27,-0.01492256112396717,2.0,1,0.02248692326247692,0.9401035904884338,0.03740948438644409
2010-06-06,0.6366715356707573,2.0,1,0.6562787294387817,0.32411402463912964,0.019607193768024445
2010-06-11,-0.964133994653821,2.0,1,0.010093791410326958,0.01567838527262211,0.974227786064148
2010-06-22,0.6209879815578461,1.0,1,0.7401425838470459,0.14070285856723785,0.11915460228919983
2010-06-23,-0.7412916347384453,1.0,1,0.11467576771974564,0.029356833547353745,0.8559674024581909
2010-07-06,0.9195760861039162,3.0,1,0.9426161646842957,0.03434373065829277,0.023040078580379486
2010-07-12,0.10930164810270071,1.5,2,0.12257327884435654,0.8641550838947296,0.013271630741655827
2010-07-13,0.9264740534126759,2.0,1,0.9469578266143799,0.03255835920572281,0.020483773201704025
2010-07-15,-0.9612622410058975,2.0,1,0.01044975221157074,0.017838170751929283,0.9717119932174683
2010-07-16,-0.5920371413230896,1.0,1,0.05725574493408203,0.2934512794017792,0.6492928862571716
2010-07-26,-0.880292396992445,1.0,1,0.014775831252336502,0.0901559591293335,0.8950682282447815
2010-07-30,-0.020138036459684372,2.0,1,0.02772115170955658,0.924419641494751,0.04785918816924095
2010-08-04,0.8794723600149155,3.0,1,0.9254565238952637,0.028559276834130287,0.045984163880348206
2010-08-13,-0.9186482783406973,1.0,1,0.02255805768072605,0.036235563457012177,0.9412063360214233
2010-08-19,-0.9524547280743718,1.0,1,0.012612241320312023,0.022320836782455444,0.9650669693946838
2010-08-20,0.13125086575746536,1.0,2,0.1429864764213562,0.8452779054641724,0.011735610663890839
2010-08-24,-0.8366833925247192,1.0,1,0.020950913429260254,0.12141479551792145,0.8576343059539795
2010-08-29,0.04852144047617912,3.0,1,0.0880710631608963,0.8723793625831604,0.03954962268471718
2010-10-07,0.012354440987110138,2.0,1,0.04532364383339882,0.9217071533203125,0.03296920284628868
2010-10-10,0.8871839940547943,2.0,1,0.9284936785697937,0.03019663691520691,0.04130968451499939
2010-10-21,0.060276515781879425,3.0,1,0.08302425593137741,0.8942279815673828,0.022747740149497986
2010-11-03,-0.2547960113734007,1.0,1,0.030728714540600777,0.6837465763092041,0.28552472591400146
2010-11-04,0.033486871514469385,1.5,2,0.05624816007912159,0.9209905564785004,0.022761288564652205
2010-11-09,0.09568371251225471,2.0,1,0.11445402354001999,0.866775631904602,0.018770311027765274
2010-11-10,0.01420864462852478,2.0,1,0.4778194725513458,0.05856979638338089,0.46361082792282104
2010-11-18,0.664425858296454,2.0,1,0.6788177490234375,0.30679038166999817,0.014391890726983547
2010-12-10,0.076496796682477,1.0,1,0.0914841741323471,0.8935284614562988,0.01498737744987011
2010-12-21,0.6009505540132523,2.0,1,0.6112490296363831,0.37845247983932495,0.010298475623130798
2010-12-29,0.00976765900850296,2.0,2,0.07240922190248966,0.8649491965770721,0.0626415628939867
2010-12-31,0.9153272341936827,2.0,1,0.9347284436225891,0.04587036743760109,0.01940120942890644
2011-01-02,-0.6581151634454727,2.0,1,0.1399068683385849,0.06207112967967987,0.7980220317840576
2011-01-03,-0.9380565537139773,2.0,1,0.009654317982494831,0.04263477772474289,0.9477108716964722
2011-01-05,0.014825571328401566,2.0,1,0.042638253420591354,0.9295490980148315,0.02781268209218979
2011-01-12,-0.6904768645763397,1.0,1,0.13289889693260193,0.04372533783316612,0.8233757615089417
2011-01-31,-0.3950575292110443,1.0,1,0.05953916907310486,0.48586416244506836,0.45459669828414917
2011-02-22,0.07398924976587296,2.0,2,0.13622179254889488,0.801545649766922,0.06223254278302193
2011-02-24,0.004799323156476021,2.0,1,0.030087806284427643,0.9446237087249756,0.025288483127951622
2011-02-25,-0.016588056460022926,2.0,1,0.024669183418154716,0.9340735077857971,0.04125723987817764
2011-03-08,-0.9594290424138308,3.0,1,0.009416205808520317,0.021738536655902863,0.9688452482223511
2011-03-10,-0.5423211604356766,1.0,1,0.21325825154781342,0.031162332743406296,0.75557941198349
2011-03-11,0.16172418370842934,3.0,1,0.20277221500873566,0.7561798095703125,0.04104803130030632
2011-03-16,-0.9006725773215294,1.0,1,0.022280611097812653,0.05476617068052292,0.922953188419342
2011-03-20,0.9151783026754856,2.0,1,0.9360828399658203,0.043012648820877075,0.0209045372903347
2011-03-24,0.15114808082580566,2.0,1,0.18713833391666412,0.7768714427947998,0.03599025309085846
2011-04-06,-0.8799871671944857,3.0,1,0.016873015090823174,0.08626679331064224,0.8968601822853088
2011-04-19,-0.5709698358550668,1.0,2,0.030062525533139706,0.36890510842204094,0.6010323613882065
2011-04-28,0.23530548810958862,1.0,1,0.2781270444393158,0.6790513396263123,0.04282155632972717
2011-04-29,-0.9356608539819717,3.0,1,0.01712416112422943,0.03009081818163395,0.9527850151062012
2011-05-11,0.20968115609139204,2.0,1,0.21962016820907593,0.7704408764839172,0.009939012117683887
2011-05-20,0.5922186225652695,2.0,1,0.7660459280014038,0.06012674421072006,0.17382730543613434
2011-05-24,-0.8827033899724483,2.0,1,0.020455334335565567,0.07638586312532425,0.9031587243080139
2011-05-25,-0.9078142875805497,2.0,1,0.013462877832353115,0.06526003777980804,0.9212771654129028
2011-05-26,0.19966278970241547,3.0,1,0.21736645698547363,0.7649298906326294,0.017703667283058167
2011-06-08,0.9113144129514694,2.0,1,0.9306282997131348,0.050057802349328995,0.019313886761665344
2011-06-23,-0.03853211551904678,2.0,1,0.027086392045021057,0.9072950482368469,0.06561850756406784
2011-06-28,0.060460676439106464,2.0,1,0.0731595978140831,0.9141414165496826,0.012698921374976635
2011-07-04,-0.6929894499480724,1.0,1,0.05559684708714485,0.1958167999982834,0.7485862970352173
2011-07-05,0.8639426007866859,2.0,1,0.9162085056304932,0.0315256305038929,0.05226590484380722
2011-07-14,0.04833143204450607,2.0,1,0.07500705122947693,0.8983173966407776,0.026675619184970856
2011-07-28,-0.7289435658603907,2.0,1,0.0239995326846838,0.22305740416049957,0.7529430985450745
2011-08-10,0.7544187335297465,1.0,1,0.7648069262504578,0.22480496764183044,0.010388192720711231
2011-08-12,0.27000369410961866,1.0,1,0.27917033433914185,0.711663007736206,0.009166640229523182
2011-09-01,0.35039012879133224,2.0,2,0.4339182674884796,0.482553631067276,0.08352813869714737
2011-09-13,0.09859025850892067,2.0,1,0.1316222995519638,0.8353456854820251,0.03303204104304314
2011-10-18,0.014294670894742012,2.0,1,0.04005596786737442,0.9341827630996704,0.025761296972632408
2011-10-21,0.038918379694223404,1.0,1,0.08038784563541412,0.8781426548957825,0.04146946594119072
2011-10-26,0.006949223577976227,2.0,1,0.037483230233192444,0.9319827556610107,0.030534006655216217
2011-11-01,-0.9443936552852392,1.0,1,0.01866535283625126,0.01827564463019371,0.9630590081214905
2011-11-11,0.04569858778268099,2.0,1,0.06049954891204834,0.9246994256973267,0.014800961129367352
2011-11-16,-0.7949145212769508,2.0,1,0.02715226262807846,0.1507808417081833,0.8220667839050293
2011-11-22,0.04385312646627426,2.0,1,0.06044097617268562,0.9229711890220642,0.01658784970641136
2011-11-24,0.6870694942772388,2.0,1,0.7151255011558533,0.2568185329437256,0.028056006878614426
2011-11-28,0.7694116998463869,1.0,1,0.7776750922203064,0.21406154334545135,0.008263392373919487
2011-12-13,-0.41988904401659966,1.0,1,0.05549060180783272,0.4691298305988312,0.4753796458244324
2011-12-21,0.08568205591291189,2.0,1,0.10010838508605957,0.8854653239250183,0.014426329173147678
2011-12-23,0.9166745729744434,2.0,1,0.9356848001480103,0.04530492052435875,0.019010227173566818
2012-02-01,0.16512943990528584,2.0,1,0.18306125700473785,0.7990068793296814,0.01793181709945202
2012-02-07,0.027154501527547836,2.0,1,0.04857490211725235,0.9300047159194946,0.021420400589704514
2012-02-08,-0.914568429812789,1.0,1,0.009780222550034523,0.06587120145559311,0.9243486523628235
2012-02-09,-0.4053321033716202,2.0,1,0.05013109743595123,0.49440568685531616,0.4554632008075714
2012-03-01,0.5470784902572632,1.0,1,0.6260773539543152,0.2949237525463104,0.078998863697052
2012-03-08,-0.7916200496256351,2.0,1,0.032782044261693954,0.14281588792800903,0.8244020938873291
2012-03-12,0.012400820851325989,2.0,1,0.11443255096673965,0.7835356593132019,0.10203173011541367
2012-03-13,0.8072583675384521,2.0,1,0.8781480193138123,0.05096234753727913,0.07088965177536011
2012-03-14,0.09387259744107723,1.0,1,0.10489486157894135,0.8840828537940979,0.011022264137864113
2012-03-18,0.18947924301028252,2.0,1,0.2218698412179947,0.7457395792007446,0.03239059820771217
2012-03-19,-0.9480912573635578,1.0,1,0.01574600860476494,0.020416727289557457,0.9638372659683228
2012-03-20,0.7669383361935616,3.0,1,0.8681961297988892,0.03054613620042801,0.1012577936053276
2012-03-22,-0.4623667746782303,2.0,1,0.2366357296705246,0.0643618032336235,0.6990025043487549
2012-03-26,-0.8467350830323994,1.5,2,0.043170935939997435,0.06692300923168659,0.8899060189723969
2012-04-02,-0.15444922889582813,2.0,2,0.33858275250531733,0.1683851946145296,0.49303198140114546
2012-04-05,-0.21984457224607468,1.0,1,0.08772040158510208,0.604714572429657,0.30756497383117676
2012-04-11,-0.9122709631919861,1.0,1,0.02147620916366577,0.044776637107133865,0.9337471723556519
2012-04-12,-0.9519313033670187,2.0,1,0.012463206425309181,0.023142332211136818,0.9643945097923279
2012-04-13,0.08726836834102869,2.0,1,0.10065436363220215,0.8859596848487854,0.013385995291173458
2012-04-16,0.8901368752121925,1.0,1,0.911651611328125,0.06683361530303955,0.021514736115932465
2012-04-27,0.0818763067945838,1.0,1,0.09551887959241867,0.8908385634422302,0.013642572797834873
2012-04-30,0.3295526895672083,1.0,2,0.341236837208271,0.6470789909362793,0.011684147641062737
2012-05-02,0.07636180706322193,2.0,1,0.09154384583234787,0.8932741284370422,0.015182038769125938
2012-05-03,-0.07995077595114708,2.0,1,0.04251665994524956,0.8350158929824829,0.12246743589639664
2012-05-10,0.22847263980656862,2.0,1,0.2425096184015274,0.7434534430503845,0.014036978594958782
2012-05-11,0.1088306549936533,2.0,1,0.11944325268268585,0.869944155216217,0.010612597689032555
2012-05-18,-0.07682599499821663,2.0,1,0.03410186991095543,0.8549702167510986,0.11092786490917206
2012-05-28,-0.11245556175708771,1.0,1,0.1996326893568039,0.4882790744304657,0.3120882511138916
2012-05-30,0.05367024801671505,2.0,1,0.08172781765460968,0.8902146220207214,0.02805756963789463
2012-05-31,0.8351316815242171,1.0,1,0.8457030653953552,0.14372555911540985,0.010571383871138096
2012-06-12,-0.18380356207489967,2.5,2,0.03596758469939232,0.7442613244056702,0.219771146774292
2012-06-13,0.014101400971412659,2.0,1,0.043141208589076996,0.9278189539909363,0.029039807617664337
2012-06-14,0.4479699358344078,1.0,1,0.4945797622203827,0.45881038904190063,0.046609826385974884
2012-06-18,-0.23729689046740532,1.0,1,0.0330134816467762,0.6966761350631714,0.2703103721141815
2012-06-22,0.8757195621728897,2.0,1,0.9206724762916565,0.034374501556158066,0.044952914118766785
2012-06-27,-0.6170803308486938,1.0,1,0.1381319761276245,0.10665570199489594,0.7552123069763184
2012-06-28,0.15806827414780855,2.0,1,0.17081324756145477,0.8164417743682861,0.012744973413646221
2012-07-02,0.6494629972924789,1.6666666666666667,3,0.7224883735179901,0.20448622417946657,0.07302537622551124
2012-07-05,-0.44657567515969276,1.0,1,0.05514135584235191,0.4431416988372803,0.5017170310020447
2012-07-17,-0.8794014602899551,1.0,1,0.05138324201107025,0.017832007259130478,0.9307847023010254
2012-07-23,-0.7994311861693859,1.0,1,0.020925898104906082,0.15871702134609222,0.820357084274292
2012-07-25,-0.8782915286719799,2.0,1,0.034139711409807205,0.05342907831072807,0.9124312400817871
2012-07-26,-0.08661981485784054,1.5,2,0.31630748324096203,0.28076521307229996,0.40292729809880257
2012-08-03,0.10967656038701534,2.0,1,0.12325868010520935,0.8631592392921448,0.013582119718194008
2012-08-10,-0.9450473506003618,3.0,1,0.013834027573466301,0.027284523472189903,0.9588813781738281
2012-08-14,0.09300776198506355,1.0,1,0.10385690629482269,0.8852939605712891,0.01084914430975914
2012-08-17,0.004056412726640701,2.0,1,0.032993610948324203,0.938069224357605,0.028937198221683502
2012-08-24,0.9150183070451021,3.0,1,0.9447809457778931,0.025456396862864494,0.029762638732790947
2012-08-27,-0.9609249942004681,2.0,1,0.008872438222169876,0.021330151706933975,0.9697974324226379
2012-08-28,0.025277338922023773,1.0,1,0.06873992085456848,0.8877975344657898,0.04346258193254471
2012-09-12,0.12888643331825733,2.0,2,0.43750402331352234,0.2538783848285675,0.308617589995265
2012-09-24,0.15748453233391047,2.0,2,0.3390050157904625,0.47947449423372746,0.18152048345655203
2012-10-02,-0.9532000226899981,1.0,1,0.012947876937687397,0.02090422995388508,0.9661478996276855
2012-10-03,-0.05749940872192383,2.0,1,0.04714185744524002,0.8482168912887573,0.10464126616716385
2012-10-09,0.9337024465203285,2.0,1,0.949386715888977,0.034929122775793076,0.01568426936864853
2012-10-10,0.5589782632887363,2.0,1,0.5850318670272827,0.3889145255088806,0.02605360373854637
2012-10-11,-0.8864942025393248,2.0,1,0.02324707992374897,0.06701171398162842,0.9097412824630737
2012-10-14,-0.6661590784788132,1.0,1,0.04657478630542755,0.24069128930568695,0.7127338647842407
2012-10-15,-0.6661590784788132,2.0,1,0.04657478630542755,0.24069128930568695,0.7127338647842407
2012-10-21,0.2024327777326107,2.0,1,0.2570928633213043,0.68824702501297,0.05466008558869362
2012-10-30,0.05102356895804405,1.0,1,0.07438339293003082,0.9022567868232727,0.02335982397198677
2012-11-02,0.7733844947069883,2.0,1,0.7855110764503479,0.20236235857009888,0.012126581743359566
2012-11-14,-0.4527143957093358,2.0,2,0.04512667562812567,0.4570322334766388,0.49784107133746147
2012-12-05,0.9224834274500608,2.0,1,0.9467262625694275,0.029030941426753998,0.024242835119366646
2012-12-18,0.7682808563113213,1.0,1,0.8446215391159058,0.07903781533241272,0.0763406828045845
2013-01-03,0.8200773894786835,2.0,1,0.8918259739875793,0.03642537072300911,0.07174858450889587
2013-01-06,-0.9337306385859847,1.0,1,0.009483718313276768,0.047301892191171646,0.9432143568992615
2013-01-08,-0.9563068971037865,1.0,1,0.010948635637760162,0.02179580181837082,0.9672555327415466
2013-01-11,-0.013074994087219238,1.0,1,0.3691576421260834,0.248609721660614,0.3822326362133026
2013-01-24,0.82568836864084,1.0,1,0.8360837697982788,0.15352091193199158,0.010395401157438755
2013-01-25,-0.05796849727630615,2.0,1,0.36196255683898926,0.2181064784526825,0.4199310541152954
2013-01-29,-0.10834401845932007,2.0,1,0.07118731737136841,0.7492813467979431,0.17953133583068848
2013-02-05,0.22155573964118958,2.0,1,0.5626792907714844,0.09619715064764023,0.3411235511302948
2013-02-14,-0.9622521735727787,1.0,1,0.008701648563146591,0.02034451998770237,0.9709538221359253
2013-02-15,-0.8487151861190796,2.0,1,0.06376516819000244,0.023754386231303215,0.912480354309082
2013-02-20,0.019440405070781708,1.0,1,0.0499989278614521,0.9194425940513611,0.030558522790670395
2013-02-27,-0.9615189470350742,1.0,1,0.01028650626540184,0.017908038571476936,0.9718054533004761
2013-03-11,-0.6694542430341244,1.0,1,0.04452619329094887,0.241493359208107,0.7139804363250732
2013-03-13,-0.9482839894481003,2.0,1,0.007528941612690687,0.03665810450911522,0.955812931060791
2013-03-22,-0.7990899737924337,2.0,1,0.015810543671250343,0.1692889779806137,0.8149005174636841
2013-03-24,-0.9618969336152077,1.0,1,0.009656153619289398,0.01879079081118107,0.9715530872344971
2013-03-25,0.03198495879769325,1.0,1,0.06734971702098846,0.8972854614257812,0.03536475822329521
2013-04-03,0.926350612193346,2.0,1,0.950089156627655,0.026172315701842308,0.023738544434309006
2013-04-08,0.19196816720068455,2.0,1,0.20254364609718323,0.7868808507919312,0.01057547889649868
2013-04-22,0.8767907451838255,1.0,1,0.8907487988471985,0.09529314935207367,0.013958053663372993
2013-04-30,-0.7589439004659653,1.0,1,0.06641103327274323,0.10823400318622589,0.8253549337387085
2013-05-15,-0.8443084582686424,1.0,1,0.035556770861148834,0.08457795530557632,0.8798652291297913
2013-05-20,-0.9446690659970045,2.0,1,0.0167503971606493,0.02183014340698719,0.9614194631576538
2013-05-22,-0.16661590663716197,1.5,2,0.22326286137104034,0.3868583720177412,0.3898787680082023
2013-06-05,0.5145871648564935,2.0,1,0.5295282006263733,0.45553070306777954,0.014941035769879818
