date,OilPrice,RealInterestRate,CPI,DollarIndex,VIX,IndustryProduction,CPE,OilInventories,OPECProduction,OilProduction,TreasuryYield,FedFundsRate,oil_diff_target,oil_diff_lag1,oil_diff_lag5,oil_volatility_5,oil_volatility_20,MA_5,MA_20,MA_ratio,MA_5_gt_MA_20,oil_momentum_5,oil_momentum_20,TermSpread_inversion,vix_high,is_monday,is_friday
2012-12-19,1.6300000000000097,0.0,0.0,-0.026499999999998636,1.7899999999999991,0.0,0.0,0.0,0.0,0.0,-0.020000000000000018,0.0,0.6700000000000017,0.75,0.9899999999999949,0.95609622946647,0.8821461568840249,86.994,86.86449999999999,1.00149082766838,1,2.740000000000009,2.6300000000000097,0,0,0,0
2012-12-20,0.6700000000000017,0.0,0.0,0.11060000000000514,0.3100000000000023,0.0,0.0,0.0,0.0,0.0,-0.010000000000000009,0.0,-1.5600000000000023,1.6300000000000097,-0.9599999999999937,0.46527411275505526,0.8836729568889349,87.86800000000001,86.99849999999999,1.0099944251912392,1,4.3700000000000045,2.680000000000007,0,0,0,0
2012-12-21,-1.5600000000000023,0.0,0.0,0.35949999999999704,0.16999999999999815,0.0,0.0,-586.0,0.0,121.0,-0.040000000000000036,0.0,0.09000000000000341,0.6700000000000017,0.9299999999999926,1.177616236301118,0.9611860819896001,88.244,87.05799999999999,1.0136231018401527,1,1.8800000000000097,1.1899999999999977,0,0,0,1
2012-12-24,0.09000000000000341,0.0,0.0,0.07569999999999766,0.0,0.0,0.0,0.0,0.0,0.0,0.020000000000000018,0.0,2.4199999999999875,-1.5600000000000023,0.39000000000000057,1.1843479218540516,0.9599532609236175,88.55999999999999,87.1085,1.016663127019751,1,1.5800000000000125,1.0100000000000051,0,0,1,0
2012-12-26,2.4199999999999875,0.0,0.0,0.025199999999998113,1.6400000000000006,0.0,0.0,0.0,0.0,0.0,-0.020000000000000018,0.0,0.20000000000000284,0.09000000000000341,0.75,1.5240898923619945,1.086634107789055,89.21000000000001,87.3035,1.0218376124668542,1,3.25,3.8999999999999915,0,0,0,0
2012-12-27,0.20000000000000284,0.0,0.0,0.043100000000009686,-0.010000000000001563,0.0,0.0,0.0,0.0,0.0,-0.030000000000000027,0.0,-0.25,2.4199999999999875,1.6300000000000097,1.4251771819672074,1.065593360774317,89.574,87.54400000000001,1.023188339577812,1,1.8199999999999932,4.810000000000002,0,0,0,0
2012-12-28,-0.25,0.0,0.0,-0.061800000000005184,3.25,0.0,0.0,-11120.0,0.0,1.0,-0.010000000000000009,0.0,1.1700000000000017,0.20000000000000284,0.6700000000000017,1.4351480759837956,1.0251053861099193,89.754,87.69500000000001,1.0234791037117281,1,0.8999999999999915,3.019999999999996,0,0,0,1
2012-12-31,1.1700000000000017,0.0,0.0,0.041499999999999204,-4.699999999999999,0.0,0.0,0.0,0.0,0.0,0.050000000000000044,0.0,1.3100000000000023,-0.25,-1.5600000000000023,1.0840341323039548,1.037194977356051,90.47999999999999,87.8595,1.029826029057757,1,3.6299999999999955,3.289999999999992,0,0,1,0
2013-01-02,1.3100000000000023,0.25677887,0.4579999999999984,-0.38929999999999154,-3.34,0.02409999999999002,52.30000000000109,0.0,-248.05988829999842,0.0,0.08000000000000007,-0.01999999999999999,-0.1700000000000017,1.1700000000000017,0.09000000000000341,1.0415613280071367,1.0683084267835903,91.45,88.082,1.0382370972502897,1,4.849999999999994,4.450000000000003,0,0,0,0
2013-01-03,-0.1700000000000017,0.0,0.0,0.11560000000000059,-0.11999999999999922,0.0,0.0,0.0,0.0,0.0,0.05999999999999983,0.0,0.15000000000000568,1.3100000000000023,2.4199999999999875,0.7407563702054833,1.052957114136428,91.902,88.32849999999999,1.040456930662244,1,2.260000000000005,4.929999999999993,0,0,0,0
2013-01-04,0.15000000000000568,0.0,0.0,0.2927999999999997,-0.7300000000000004,0.0,0.0,892.0,0.0,17.0,0.010000000000000009,0.0,0.0799999999999983,-0.1700000000000017,0.20000000000000284,0.7453321407265372,1.0306390454981076,92.34400000000001,88.6165,1.0420632726410997,1,2.210000000000008,5.760000000000005,0,0,0,1
2013-01-07,0.0799999999999983,0.0,0.0,-0.11730000000000018,-0.040000000000000924,0.0,0.0,0.0,0.0,0.0,-0.010000000000000009,0.0,0.009999999999990905,0.15000000000000568,-0.25,0.6805292058391047,0.8970024643514747,92.852,89.00300000000001,1.043245733289889,1,2.5400000000000063,7.730000000000004,0,0,1,0
2013-01-08,0.009999999999990905,0.0,0.0,0.07179999999999609,-0.16999999999999993,0.0,0.0,0.0,0.0,0.0,-0.030000000000000027,0.0,-0.12999999999999545,0.0799999999999983,1.1700000000000017,0.5901525226583416,0.8963117408815378,93.128,89.39099999999999,1.0418051034220448,1,1.3799999999999955,7.759999999999991,0,0,0,0
